feature,direction,threshold,successes,episodes,switches
triage_minus_positive_top_prob,lt,0.132376,10,20,12
triage_support_margin,gt,0.323333,10,20,12
triage_top_prob,lt,0.559363,10,20,12
positive_logit_gap,gt,0.140692,10,20,13
positive_logp_self,gt,8.536108,10,20,13
positive_logp_under_triage,gt,5.309067,10,20,13
positive_logp_under_triage,lt,6.955868,10,20,13
positive_support_pos_dist,gt,0.939322,10,20,13
positive_support_pos_dist,lt,1.072636,10,20,13
positive_top_scale_mean,lt,0.192923,10,20,13
positive_triage_action_l2,gt,0.335531,10,20,13
positive_triage_action_l2,lt,0.413297,10,20,13
triage_entropy,lt,1.09546,10,20,13
triage_logit_gap,gt,0.498924,10,20,13
triage_logit_gap,lt,0.777391,10,20,13
triage_logp_margin_vs_positive,gt,1.360173,10,20,13
triage_logp_self,lt,7.716075,10,20,13
triage_minus_positive_entropy,gt,-0.195214,10,20,13
triage_minus_positive_entropy,lt,-0.137674,10,20,13
triage_minus_positive_support_margin,lt,0.026101,10,20,13
triage_minus_positive_top_prob,lt,0.150722,10,20,13
triage_top_prob,gt,0.51791,10,20,13
triage_top_prob,lt,0.563617,10,20,13
positive_entropy,gt,1.199117,10,20,14
positive_entropy,lt,1.305543,10,20,14
positive_logit_gap,gt,0.129825,10,20,14
positive_logp_self,gt,5.595696,10,20,14
positive_logp_under_triage,gt,4.442793,10,20,14
positive_logp_under_triage,lt,7.180189,10,20,14
positive_support_margin,lt,2.08727,10,20,14
positive_support_pos_dist,gt,0.890652,10,20,14
positive_top_scale_mean,lt,0.266601,10,20,14
positive_triage_action_l2,gt,0.290729,10,20,14
triage_entropy,gt,1.060839,10,20,14
triage_entropy,lt,1.120893,10,20,14
triage_logit_gap,lt,0.843362,10,20,14
triage_logp_margin_vs_positive,gt,1.302193,10,20,14
triage_logp_self,lt,7.750558,10,20,14
triage_logp_under_positive,lt,6.081238,10,20,14
triage_minus_positive_entropy,gt,-0.203618,10,20,14
triage_minus_positive_entropy,lt,-0.121052,10,20,14
triage_minus_positive_logit_gap,gt,0.095824,10,20,14
triage_minus_positive_support_margin,lt,0.031835,10,20,14
triage_minus_positive_top_prob,gt,0.087448,10,20,14
triage_minus_positive_top_prob,lt,0.172366,10,20,14
triage_support_margin,lt,2.005123,10,20,14
triage_top_prob,lt,0.572812,10,20,14
positive_entropy,lt,1.318251,10,20,15
positive_logp_self,gt,3.010792,10,20,15
positive_logp_self,lt,9.705849,10,20,15
positive_logp_under_triage,gt,3.728843,10,20,15
positive_logp_under_triage,lt,7.338905,10,20,15
positive_support_margin,lt,2.118044,10,20,15
positive_top_prob,gt,0.376669,10,20,15
positive_top_scale_mean,lt,0.293241,10,20,15
positive_triage_action_l2,gt,0.269292,10,20,15
triage_logit_gap,lt,0.970527,10,20,15
triage_logp_margin_vs_positive,gt,1.245352,10,20,15
triage_logp_self,lt,7.891875,10,20,15
triage_logp_under_positive,lt,6.474539,10,20,15
triage_minus_positive_entropy,lt,-0.116649,10,20,15
triage_minus_positive_logit_gap,gt,0.056469,10,20,15
triage_minus_positive_support_margin,lt,0.042274,10,20,15
triage_minus_positive_top_prob,gt,0.076392,10,20,15
triage_support_margin,lt,2.078472,10,20,15
triage_top_prob,lt,0.595096,10,20,15
triage_top_scale_mean,gt,0.17032,10,20,15
positive_entropy,lt,1.330527,10,20,16
positive_logp_self,gt,2.796501,10,20,16
positive_logp_self,lt,9.774196,10,20,16
positive_logp_under_triage,gt,3.146678,10,20,16
positive_support_margin,lt,2.136402,10,20,16
positive_top_prob,gt,0.360651,10,20,16
triage_logp_margin_vs_positive,gt,0.945714,10,20,16
triage_logp_under_positive,lt,6.806282,10,20,16
triage_minus_positive_logit_gap,gt,0.026633,10,20,16
triage_minus_positive_support_margin,lt,0.054496,10,20,16
triage_minus_positive_top_prob,gt,0.058644,10,20,16
triage_support_margin,lt,2.08957,10,20,16
triage_top_scale_mean,gt,0.168037,10,20,16
positive_entropy,lt,1.331156,10,20,17
positive_logit_gap,lt,0.717436,10,20,17
positive_logp_margin_vs_triage,lt,3.294205,10,20,17
positive_logp_self,gt,2.274828,10,20,17
positive_logp_self,lt,9.827203,10,20,17
positive_logp_under_triage,gt,2.461883,10,20,17
positive_logp_under_triage,lt,7.577096,10,20,17
positive_support_margin,lt,2.155947,10,20,17
positive_top_prob,gt,0.349476,10,20,17
triage_entropy,gt,0.999691,10,20,17
triage_logit_gap,lt,1.126824,10,20,17
triage_logp_margin_vs_positive,gt,0.587626,10,20,17
triage_logp_self,lt,8.123087,10,20,17
triage_minus_positive_entropy,gt,-0.248754,10,20,17
triage_minus_positive_logit_gap,gt,0.005673,10,20,17
triage_minus_positive_support_margin,gt,-0.321273,10,20,17
triage_support_margin,lt,2.103454,10,20,17
triage_top_prob,lt,0.632001,10,20,17
triage_top_scale_mean,gt,0.16675,10,20,17
positive_entropy,lt,1.337055,10,20,18
positive_logit_gap,lt,0.838569,10,20,18
positive_logp_self,gt,1.91569,10,20,18
positive_logp_under_triage,gt,1.245712,10,20,18
positive_top_prob,lt,0.504453,10,20,18
triage_logit_gap,lt,1.192002,10,20,18
triage_logp_self,lt,8.281747,10,20,18
triage_minus_positive_entropy,gt,-0.257617,10,20,18
triage_minus_positive_logit_gap,gt,-0.06681,10,20,18
triage_top_prob,lt,0.653817,10,20,18
positive_entropy,lt,1.343479,10,20,19
positive_logp_self,gt,1.765683,10,20,19
positive_logp_under_triage,gt,-0.634672,10,20,19
positive_support_pos_dist,gt,0.575803,10,20,19
positive_top_scale_mean,gt,0.121376,10,20,19
triage_logit_gap,lt,1.29792,10,20,19
triage_logp_self,lt,8.349032,10,20,19
triage_minus_positive_entropy,gt,-0.272746,10,20,19
triage_top_prob,lt,0.658948,10,20,19
positive_logit_gap,gt,0.573607,9,20,5
positive_logit_gap,gt,0.522822,9,20,6
positive_logit_gap,gt,0.50761,9,20,7
positive_logit_gap,gt,0.437009,9,20,8
triage_logp_under_positive,gt,5.522363,9,20,8
triage_top_scale_mean,lt,0.173458,9,20,8
positive_logit_gap,gt,0.321563,9,20,9
positive_logp_margin_vs_triage,gt,2.260093,9,20,9
positive_logp_self,gt,9.281496,9,20,9
positive_top_prob,gt,0.450571,9,20,9
triage_support_margin,gt,0.542336,9,20,9
triage_top_scale_mean,lt,0.174594,9,20,9
positive_logp_margin_vs_triage,gt,2.131772,9,20,10
positive_logp_self,gt,9.243782,9,20,10
positive_support_margin,gt,0.72425,9,20,10
positive_top_prob,gt,0.444163,9,20,10
triage_top_scale_mean,lt,0.176111,9,20,10
positive_logp_margin_vs_triage,gt,2.080474,9,20,11
positive_logp_self,gt,9.210771,9,20,11
positive_top_prob,gt,0.426852,9,20,11
positive_top_scale_mean,gt,0.138949,9,20,11
triage_logp_margin_vs_positive,lt,2.477577,9,20,11
triage_logp_under_positive,gt,4.54931,9,20,11
positive_entropy,lt,1.260443,9,20,12
positive_logp_margin_vs_triage,gt,2.027941,9,20,12
positive_logp_self,gt,9.047969,9,20,12
positive_support_margin,gt,0.361645,9,20,12
positive_top_prob,gt,0.411764,9,20,12
positive_top_scale_mean,gt,0.138269,9,20,12
triage_logp_margin_vs_positive,lt,2.775613,9,20,12
triage_logp_under_positive,gt,3.999632,9,20,12
triage_minus_positive_logit_gap,lt,0.38902,9,20,12
triage_top_scale_mean,lt,0.182032,9,20,12
positive_entropy,lt,1.284441,9,20,13
positive_logp_margin_vs_triage,gt,1.84341,9,20,13
positive_support_margin,gt,0.269224,9,20,13
positive_top_prob,gt,0.402823,9,20,13
positive_top_scale_mean,gt,0.137709,9,20,13
triage_logp_self,gt,7.318335,9,20,13
triage_logp_under_positive,gt,3.52768,9,20,13
triage_minus_positive_logit_gap,lt,0.419368,9,20,13
triage_support_margin,gt,0.248628,9,20,13
triage_top_scale_mean,lt,0.184935,9,20,13
positive_logp_margin_vs_triage,gt,1.645478,9,20,14
positive_support_margin,gt,0.169515,9,20,14
positive_support_pos_dist,lt,1.099427,9,20,14
positive_top_prob,gt,0.392929,9,20,14
positive_top_scale_mean,gt,0.136375,9,20,14
positive_triage_action_l2,lt,0.420277,9,20,14
triage_logit_gap,gt,0.481522,9,20,14
triage_logp_margin_vs_positive,lt,3.57953,9,20,14
triage_logp_self,gt,7.210943,9,20,14
triage_logp_under_positive,gt,3.308942,9,20,14
triage_minus_positive_logit_gap,lt,0.474715,9,20,14
triage_support_margin,gt,0.18691,9,20,14
triage_top_prob,gt,0.497246,9,20,14
triage_top_scale_mean,lt,0.189329,9,20,14
positive_entropy,gt,1.175565,9,20,15
positive_logit_gap,gt,0.117098,9,20,15
positive_support_margin,gt,0.032136,9,20,15
positive_support_pos_dist,gt,0.885294,9,20,15
positive_support_pos_dist,lt,1.119684,9,20,15
positive_top_scale_mean,gt,0.134883,9,20,15
positive_triage_action_l2,lt,0.446029,9,20,15
triage_entropy,lt,1.145441,9,20,15
triage_logit_gap,gt,0.451158,9,20,15
triage_logp_margin_vs_positive,lt,4.103814,9,20,15
triage_logp_self,gt,7.132868,9,20,15
triage_logp_under_positive,gt,3.124617,9,20,15
triage_minus_positive_entropy,gt,-0.224823,9,20,15
triage_minus_positive_logit_gap,lt,0.579602,9,20,15
triage_minus_positive_top_prob,lt,0.182462,9,20,15
triage_support_margin,gt,0.127762,9,20,15
triage_top_prob,gt,0.490133,9,20,15
triage_top_scale_mean,lt,0.194217,9,20,15
positive_entropy,gt,1.127242,9,20,16
positive_logit_gap,gt,0.105552,9,20,16
positive_logp_margin_vs_triage,gt,0.866433,9,20,16
positive_support_margin,gt,-0.06704,9,20,16
positive_support_pos_dist,gt,0.856322,9,20,16
positive_support_pos_dist,lt,1.261509,9,20,16
positive_top_scale_mean,gt,0.131457,9,20,16
positive_top_scale_mean,lt,0.30072,9,20,16
positive_triage_action_l2,gt,0.263178,9,20,16
positive_triage_action_l2,lt,0.494747,9,20,16
triage_entropy,lt,1.150789,9,20,16
triage_logit_gap,gt,0.372396,9,20,16
triage_logit_gap,lt,1.070196,9,20,16
triage_logp_margin_vs_positive,lt,4.311738,9,20,16
triage_logp_self,gt,6.912583,9,20,16
triage_logp_self,lt,8.0133,9,20,16
triage_logp_under_positive,gt,2.920311,9,20,16
triage_minus_positive_entropy,gt,-0.242899,9,20,16
triage_minus_positive_entropy,lt,-0.074657,9,20,16
triage_minus_positive_logit_gap,lt,0.657836,9,20,16
triage_minus_positive_top_prob,lt,0.190464,9,20,16
triage_support_margin,gt,0.037769,9,20,16
triage_top_prob,gt,0.488739,9,20,16
triage_top_scale_mean,lt,0.197244,9,20,16
positive_entropy,gt,1.073062,9,20,17
positive_logit_gap,gt,0.088538,9,20,17
positive_logp_margin_vs_triage,gt,-0.024519,9,20,17
positive_support_margin,gt,-0.278912,9,20,17
positive_support_pos_dist,gt,0.814866,9,20,17
positive_support_pos_dist,lt,1.418957,9,20,17
positive_top_scale_mean,gt,0.127752,9,20,17
positive_top_scale_mean,lt,0.310948,9,20,17
positive_triage_action_l2,gt,0.260273,9,20,17
positive_triage_action_l2,lt,0.604128,9,20,17
triage_entropy,lt,1.169075,9,20,17
triage_logit_gap,gt,0.287858,9,20,17
triage_logp_margin_vs_positive,lt,4.409102,9,20,17
triage_logp_self,gt,6.44017,9,20,17
triage_logp_under_positive,gt,2.805459,9,20,17
triage_logp_under_positive,lt,6.979646,9,20,17
triage_minus_positive_entropy,lt,-0.01726,9,20,17
triage_minus_positive_support_margin,lt,0.109341,9,20,17
triage_minus_positive_top_prob,gt,0.036219,9,20,17
triage_support_margin,gt,-0.040573,9,20,17
triage_top_prob,gt,0.469728,9,20,17
triage_top_scale_mean,lt,0.200639,9,20,17
positive_entropy,gt,1.036701,9,20,18
positive_logit_gap,gt,0.055018,9,20,18
positive_logp_margin_vs_triage,gt,-0.434456,9,20,18
positive_logp_margin_vs_triage,lt,3.611498,9,20,18
positive_logp_self,lt,9.923096,9,20,18
positive_logp_under_triage,lt,7.704942,9,20,18
positive_support_margin,gt,-0.504487,9,20,18
positive_support_margin,lt,2.172978,9,20,18
positive_support_pos_dist,gt,0.71299,9,20,18
positive_support_pos_dist,lt,1.665428,9,20,18
positive_top_prob,gt,0.329427,9,20,18
positive_top_scale_mean,gt,0.124331,9,20,18
positive_top_scale_mean,lt,0.319889,9,20,18
positive_triage_action_l2,gt,0.254391,9,20,18
positive_triage_action_l2,lt,0.777742,9,20,18
triage_entropy,gt,0.97851,9,20,18
triage_entropy,lt,1.193682,9,20,18
triage_logit_gap,gt,0.226694,9,20,18
triage_logp_margin_vs_positive,gt,0.30718,9,20,18
triage_logp_margin_vs_positive,lt,4.600599,9,20,18
triage_logp_self,gt,5.564533,9,20,18
triage_logp_under_positive,gt,2.581556,9,20,18
triage_logp_under_positive,lt,7.346671,9,20,18
triage_minus_positive_entropy,lt,0.080365,9,20,18
triage_minus_positive_support_margin,gt,-0.44512,9,20,18
triage_minus_positive_support_margin,lt,0.170094,9,20,18
triage_minus_positive_top_prob,gt,-0.009972,9,20,18
triage_support_margin,gt,-0.307203,9,20,18
triage_support_margin,lt,2.152182,9,20,18
triage_top_prob,gt,0.439804,9,20,18
triage_top_scale_mean,gt,0.163667,9,20,18
triage_top_scale_mean,lt,0.222886,9,20,18
positive_entropy,gt,1.012025,9,20,19
positive_logit_gap,gt,0.034509,9,20,19
positive_logit_gap,lt,0.975484,9,20,19
positive_logp_margin_vs_triage,gt,-0.919273,9,20,19
positive_logp_margin_vs_triage,lt,4.01081,9,20,19
positive_logp_self,lt,10.004749,9,20,19
positive_logp_under_triage,lt,7.842147,9,20,19
positive_support_margin,gt,-0.55872,9,20,19
positive_support_margin,lt,2.432721,9,20,19
positive_support_pos_dist,lt,1.992509,9,20,19
positive_top_prob,gt,0.318113,9,20,19
positive_top_prob,lt,0.553702,9,20,19
positive_top_scale_mean,lt,0.325941,9,20,19
positive_triage_action_l2,gt,0.24388,9,20,19
positive_triage_action_l2,lt,0.940419,9,20,19
triage_entropy,gt,0.967866,9,20,19
triage_entropy,lt,1.208591,9,20,19
triage_logit_gap,gt,0.162003,9,20,19
triage_logp_margin_vs_positive,gt,-0.219418,9,20,19
triage_logp_margin_vs_positive,lt,5.7147,9,20,19
triage_logp_self,gt,4.829873,9,20,19
triage_logp_under_positive,gt,1.59295,9,20,19
triage_logp_under_positive,lt,8.244274,9,20,19
triage_minus_positive_entropy,lt,0.187412,9,20,19
triage_minus_positive_logit_gap,gt,-0.167147,9,20,19
triage_minus_positive_support_margin,gt,-0.526569,9,20,19
triage_minus_positive_support_margin,lt,0.406674,9,20,19
triage_minus_positive_top_prob,gt,-0.050081,9,20,19
triage_minus_positive_top_prob,lt,0.232091,9,20,19
triage_support_margin,gt,-0.653594,9,20,19
triage_support_margin,lt,2.194586,9,20,19
triage_top_prob,gt,0.425707,9,20,19
triage_top_scale_mean,gt,0.159873,9,20,19
triage_top_scale_mean,lt,0.244568,9,20,19
positive_entropy,gt,0.999495,9,20,20
positive_entropy,lt,1.344483,9,20,20
positive_logit_gap,gt,0.031977,9,20,20
positive_logit_gap,lt,1.000368,9,20,20
positive_logp_margin_vs_triage,gt,-1.292725,9,20,20
positive_logp_margin_vs_triage,lt,4.171999,9,20,20
positive_logp_self,gt,1.654362,9,20,20
positive_logp_self,lt,10.025168,9,20,20
positive_logp_under_triage,gt,-1.560674,9,20,20
positive_logp_under_triage,lt,7.952222,9,20,20
positive_support_margin,gt,-0.561431,9,20,20
positive_support_margin,lt,2.677277,9,20,20
positive_support_pos_dist,gt,0.522989,9,20,20
positive_support_pos_dist,lt,2.099966,9,20,20
positive_top_prob,gt,0.317527,9,20,20
positive_top_prob,lt,0.582706,9,20,20
positive_top_scale_mean,gt,0.121072,9,20,20
positive_top_scale_mean,lt,0.327138,9,20,20
positive_triage_action_l2,gt,0.237427,9,20,20
positive_triage_action_l2,lt,1.012305,9,20,20
triage_entropy,gt,0.961301,9,20,20
triage_entropy,lt,1.214346,9,20,20
triage_logit_gap,gt,0.137053,9,20,20
triage_logit_gap,lt,1.384471,9,20,20
triage_logp_margin_vs_positive,gt,-0.556491,9,20,20
triage_logp_margin_vs_positive,lt,6.723414,9,20,20
triage_logp_self,gt,4.711087,9,20,20
triage_logp_self,lt,8.358642,9,20,20
triage_logp_under_positive,gt,0.808958,9,20,20
triage_logp_under_positive,lt,8.895915,9,20,20
triage_minus_positive_entropy,gt,-0.280286,9,20,20
triage_minus_positive_entropy,lt,0.21485,9,20,20
triage_minus_positive_logit_gap,gt,-0.212528,9,20,20
triage_minus_positive_logit_gap,lt,0.818496,9,20,20
triage_minus_positive_support_margin,gt,-0.589117,9,20,20
triage_minus_positive_support_margin,lt,0.633068,9,20,20
triage_minus_positive_top_prob,gt,-0.057826,9,20,20
triage_minus_positive_top_prob,lt,0.24646,9,20,20
triage_support_margin,gt,-0.774046,9,20,20
triage_support_margin,lt,2.200735,9,20,20
triage_top_prob,gt,0.423218,9,20,20
triage_top_prob,lt,0.66021,9,20,20
triage_top_scale_mean,gt,0.158941,9,20,20
triage_top_scale_mean,lt,0.24662,9,20,20
triage_logp_under_positive,gt,5.233951,8,20,9
triage_logp_under_positive,gt,4.918347,8,20,10
positive_support_margin,gt,0.574561,8,20,11
triage_logp_margin_vs_positive,lt,3.104578,8,20,13
positive_logp_margin_vs_triage,gt,1.543361,8,20,15
triage_minus_positive_logit_gap,lt,0.697046,8,20,17
triage_minus_positive_top_prob,lt,0.196373,8,20,17
triage_minus_positive_logit_gap,lt,0.745513,8,20,18
triage_minus_positive_top_prob,lt,0.209232,8,20,18
triage_minus_positive_logit_gap,lt,0.795782,8,20,19
