feature,direction,threshold,successes,episodes,switches
positive_top_scale_mean,gt,0.125432,13,20,14
positive_triage_action_l2,lt,0.32654,13,20,14
triage_logp_under_positive,gt,5.188874,13,20,14
triage_minus_positive_logit_gap,gt,0.142657,13,20,14
triage_minus_positive_logit_gap,lt,0.483187,13,20,14
triage_minus_positive_support_margin,gt,-0.16632,13,20,14
triage_minus_positive_top_prob,gt,-0.003005,13,20,14
positive_entropy,lt,1.277095,13,20,15
positive_logit_gap,lt,0.770449,13,20,15
positive_support_margin,gt,0.163884,13,20,15
positive_support_margin,lt,0.371513,13,20,15
positive_support_pos_dist,gt,0.900274,13,20,15
positive_support_pos_dist,lt,1.739937,13,20,15
positive_top_prob,gt,0.424208,13,20,15
positive_top_scale_max,gt,0.332805,13,20,15
positive_top_scale_max,lt,0.414451,13,20,15
positive_top_scale_mean,gt,0.122393,13,20,15
triage_logit_gap,lt,1.16043,13,20,15
triage_minus_positive_logit_gap,gt,0.026097,13,20,15
triage_minus_positive_support_margin,gt,-0.201138,13,20,15
triage_minus_positive_top_prob,gt,-0.030347,13,20,15
triage_support_margin,gt,0.037797,13,20,15
positive_entropy,lt,1.291654,13,20,16
positive_support_margin,lt,0.402944,13,20,16
positive_support_pos_dist,gt,0.848699,13,20,16
positive_support_pos_dist,lt,1.819755,13,20,16
positive_top_prob,gt,0.423886,13,20,16
positive_top_scale_max,gt,0.31411,13,20,16
positive_top_scale_mean,gt,0.120336,13,20,16
positive_triage_action_l2,lt,0.383707,13,20,16
triage_logit_gap,gt,0.640905,13,20,16
triage_logit_gap,lt,1.318168,13,20,16
triage_logp_under_positive,gt,3.138066,13,20,16
triage_minus_positive_entropy,lt,0.028188,13,20,16
triage_minus_positive_logit_gap,gt,-0.0766,13,20,16
triage_top_prob,lt,0.588685,13,20,16
positive_entropy,gt,1.126729,13,20,17
positive_entropy,lt,1.305833,13,20,17
positive_support_margin,lt,0.453244,13,20,17
positive_support_pos_dist,gt,0.797106,13,20,17
positive_support_pos_dist,lt,1.91002,13,20,17
positive_top_prob,gt,0.404357,13,20,17
positive_top_scale_max,gt,0.290969,13,20,17
positive_top_scale_mean,gt,0.119898,13,20,17
positive_top_scale_mean,lt,0.151062,13,20,17
positive_triage_action_l2,gt,0.103332,13,20,17
positive_triage_action_l2,lt,0.450198,13,20,17
triage_logit_gap,lt,1.394292,13,20,17
triage_minus_positive_entropy,gt,-0.216404,13,20,17
triage_minus_positive_entropy,lt,0.047686,13,20,17
triage_minus_positive_logit_gap,gt,-0.168703,13,20,17
triage_minus_positive_logit_gap,lt,0.767893,13,20,17
triage_minus_positive_top_prob,lt,0.176555,13,20,17
triage_top_prob,lt,0.599858,13,20,17
positive_entropy,gt,1.096849,13,20,18
positive_entropy,lt,1.316642,13,20,18
positive_support_margin,lt,0.621765,13,20,18
positive_support_pos_dist,gt,0.733445,13,20,18
positive_support_pos_dist,lt,2.124502,13,20,18
positive_top_scale_max,gt,0.282583,13,20,18
positive_triage_action_l2,gt,0.097327,13,20,18
triage_minus_positive_entropy,lt,0.107567,13,20,18
triage_minus_positive_support_margin,gt,-0.267604,13,20,18
triage_support_margin,gt,-0.127176,13,20,18
triage_support_margin,lt,0.732844,13,20,18
positive_entropy,gt,1.023265,13,20,19
positive_logit_gap,gt,0.222164,13,20,19
positive_logp_under_triage,gt,4.783597,13,20,19
positive_logp_under_triage,lt,8.619851,13,20,19
positive_support_margin,lt,0.933706,13,20,19
positive_support_pos_dist,gt,0.644437,13,20,19
positive_top_prob,lt,0.577807,13,20,19
positive_triage_action_l2,gt,0.087193,13,20,19
positive_weighted_action_l2,gt,0.476669,13,20,19
triage_entropy,gt,1.021121,13,20,19
triage_entropy,lt,1.268325,13,20,19
triage_logit_gap,lt,1.641901,13,20,19
triage_minus_positive_entropy,gt,-0.286774,13,20,19
triage_minus_positive_entropy,lt,0.188165,13,20,19
triage_minus_positive_logit_gap,lt,1.0635,13,20,19
triage_minus_positive_support_margin,gt,-0.287415,13,20,19
triage_minus_positive_top_prob,gt,-0.066484,13,20,19
triage_minus_positive_top_prob,lt,0.23604,13,20,19
triage_support_margin,gt,-0.217151,13,20,19
triage_support_margin,lt,0.95429,13,20,19
triage_top_prob,lt,0.654936,13,20,19
positive_entropy,gt,0.973857,13,20,20
positive_entropy,lt,1.352376,13,20,20
positive_logit_gap,gt,0.111073,13,20,20
positive_logit_gap,lt,1.078589,13,20,20
positive_logp_under_triage,gt,4.557884,13,20,20
positive_logp_under_triage,lt,8.825902,13,20,20
positive_support_margin,gt,-0.08195,13,20,20
positive_support_margin,lt,1.107326,13,20,20
positive_support_pos_dist,gt,0.600518,13,20,20
positive_support_pos_dist,lt,2.296254,13,20,20
positive_top_prob,gt,0.359523,13,20,20
positive_top_prob,lt,0.583251,13,20,20
positive_top_scale_max,gt,0.230631,13,20,20
positive_top_scale_max,lt,0.479222,13,20,20
positive_top_scale_mean,gt,0.102105,13,20,20
positive_top_scale_mean,lt,0.171748,13,20,20
positive_triage_action_l2,gt,0.082095,13,20,20
positive_triage_action_l2,lt,0.837094,13,20,20
positive_weighted_action_l2,gt,0.436121,13,20,20
positive_weighted_action_l2,lt,2.319034,13,20,20
triage_entropy,gt,0.9863,13,20,20
triage_entropy,lt,1.268864,13,20,20
triage_logit_gap,gt,0.148052,13,20,20
triage_logit_gap,lt,1.695994,13,20,20
triage_logp_under_positive,gt,-2.535098,13,20,20
triage_logp_under_positive,lt,9.525646,13,20,20
triage_minus_positive_entropy,gt,-0.319981,13,20,20
triage_minus_positive_entropy,lt,0.21772,13,20,20
triage_minus_positive_logit_gap,gt,-0.46689,13,20,20
triage_minus_positive_logit_gap,lt,1.123347,13,20,20
triage_minus_positive_support_margin,gt,-0.298834,13,20,20
triage_minus_positive_support_margin,lt,0.409935,13,20,20
triage_minus_positive_top_prob,gt,-0.069725,13,20,20
triage_minus_positive_top_prob,lt,0.250321,13,20,20
triage_support_margin,gt,-0.247336,13,20,20
triage_support_margin,lt,1.037828,13,20,20
triage_top_prob,gt,0.380229,13,20,20
triage_top_prob,lt,0.674355,13,20,20
triage_minus_positive_support_margin,gt,0.116446,12,20,2
positive_logit_gap,lt,0.388232,12,20,3
triage_entropy,lt,1.099081,12,20,3
triage_minus_positive_support_margin,gt,0.056163,12,20,3
positive_logit_gap,lt,0.398251,12,20,5
triage_entropy,lt,1.111036,12,20,5
triage_minus_positive_entropy,lt,-0.149123,12,20,5
triage_minus_positive_top_prob,gt,0.141061,12,20,5
positive_logit_gap,lt,0.400217,12,20,6
positive_weighted_action_l2,lt,0.871507,12,20,6
triage_minus_positive_entropy,lt,-0.123478,12,20,6
triage_minus_positive_support_margin,gt,-0.014979,12,20,6
triage_minus_positive_top_prob,gt,0.11449,12,20,6
triage_support_margin,gt,0.225398,12,20,6
positive_logit_gap,lt,0.458974,12,20,7
triage_minus_positive_entropy,lt,-0.092772,12,20,7
triage_minus_positive_support_margin,gt,-0.021211,12,20,7
triage_minus_positive_top_prob,gt,0.096475,12,20,7
triage_support_margin,gt,0.201404,12,20,7
positive_logit_gap,lt,0.542443,12,20,8
positive_top_prob,lt,0.447943,12,20,8
triage_minus_positive_entropy,lt,-0.081489,12,20,8
triage_minus_positive_support_margin,gt,-0.031275,12,20,8
triage_minus_positive_top_prob,gt,0.089553,12,20,8
triage_top_prob,gt,0.547462,12,20,8
positive_logit_gap,lt,0.570842,12,20,9
positive_support_margin,lt,0.193614,12,20,9
positive_support_pos_dist,gt,1.338353,12,20,9
positive_top_prob,lt,0.458747,12,20,9
positive_weighted_action_l2,lt,1.654822,12,20,9
triage_minus_positive_entropy,lt,-0.074572,12,20,9
triage_minus_positive_support_margin,gt,-0.052451,12,20,9
triage_minus_positive_top_prob,gt,0.074689,12,20,9
positive_logit_gap,lt,0.581314,12,20,10
positive_top_prob,lt,0.46919,12,20,10
positive_weighted_action_l2,lt,1.969241,12,20,10
triage_minus_positive_entropy,lt,-0.067399,12,20,10
triage_minus_positive_support_margin,gt,-0.091568,12,20,10
triage_minus_positive_top_prob,gt,0.062114,12,20,10
positive_logp_under_triage,lt,7.604752,12,20,11
positive_top_prob,lt,0.473472,12,20,11
triage_minus_positive_entropy,lt,-0.050551,12,20,11
triage_minus_positive_support_margin,gt,-0.116367,12,20,11
triage_minus_positive_top_prob,gt,0.057856,12,20,11
positive_entropy,gt,1.253659,12,20,12
positive_logp_under_triage,lt,7.704161,12,20,12
positive_support_margin,lt,0.238229,12,20,12
positive_top_scale_max,lt,0.380891,12,20,12
triage_minus_positive_entropy,lt,-0.03194,12,20,12
triage_minus_positive_support_margin,gt,-0.119583,12,20,12
positive_logp_under_triage,lt,7.748299,12,20,13
positive_support_margin,lt,0.273096,12,20,13
positive_top_scale_max,lt,0.394844,12,20,13
triage_logp_under_positive,lt,7.954616,12,20,13
positive_logp_under_triage,lt,7.826568,12,20,14
positive_top_prob,lt,0.492539,12,20,14
positive_top_scale_max,lt,0.404336,12,20,14
positive_top_scale_mean,lt,0.143313,12,20,14
positive_triage_action_l2,gt,0.13635,12,20,14
triage_logit_gap,lt,1.071919,12,20,14
triage_logp_under_positive,lt,8.000896,12,20,14
positive_entropy,gt,1.184423,12,20,15
positive_logp_under_triage,gt,6.577904,12,20,15
positive_logp_under_triage,lt,7.875712,12,20,15
positive_top_prob,lt,0.497865,12,20,15
positive_top_scale_mean,lt,0.146266,12,20,15
positive_triage_action_l2,gt,0.115804,12,20,15
positive_triage_action_l2,lt,0.343274,12,20,15
triage_logp_under_positive,lt,8.093587,12,20,15
positive_entropy,gt,1.145709,12,20,16
positive_logit_gap,lt,0.819551,12,20,16
positive_logp_under_triage,lt,8.000018,12,20,16
positive_top_prob,lt,0.523697,12,20,16
positive_top_scale_mean,lt,0.149247,12,20,16
positive_triage_action_l2,gt,0.107628,12,20,16
triage_logp_under_positive,lt,8.384771,12,20,16
positive_logit_gap,lt,0.859952,12,20,17
positive_logp_under_triage,lt,8.146801,12,20,17
positive_top_prob,lt,0.548134,12,20,17
triage_logp_under_positive,lt,8.71272,12,20,17
positive_logit_gap,lt,0.873239,12,20,18
positive_logp_under_triage,gt,5.406327,12,20,18
positive_logp_under_triage,lt,8.29807,12,20,18
positive_top_prob,lt,0.561214,12,20,18
positive_top_scale_mean,gt,0.115686,12,20,18
triage_logp_under_positive,lt,9.100467,12,20,18
triage_minus_positive_logit_gap,gt,-0.255716,12,20,18
triage_minus_positive_logit_gap,lt,0.903023,12,20,18
triage_minus_positive_top_prob,lt,0.206498,12,20,18
positive_logit_gap,lt,0.979423,12,20,19
positive_top_scale_max,gt,0.254929,12,20,19
positive_top_scale_mean,gt,0.106942,12,20,19
triage_logp_under_positive,lt,9.446794,12,20,19
triage_minus_positive_logit_gap,gt,-0.364104,12,20,19
triage_minus_positive_support_margin,gt,-0.000362,11,20,4
triage_minus_positive_support_margin,gt,-0.008534,11,20,5
positive_top_prob,lt,0.474613,11,20,12
positive_entropy,gt,1.232623,11,20,13
positive_top_prob,lt,0.483061,11,20,13
positive_entropy,gt,1.212422,11,20,14
positive_logp_under_triage,gt,6.269868,11,20,16
positive_logp_under_triage,gt,5.928396,11,20,17
