feature,direction,threshold,successes,episodes,switches,fresh_successes,fresh_episodes,fresh_switches,fresh_switched_demos
positive_triage_action_l2,lt,0.450198,13,20,17,9,20,15,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
triage_logit_gap,lt,1.394292,13,20,17,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.216404,13,20,17,9,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1265,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,0.047686,13,20,17,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,-0.168703,13,20,17,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.767893,13,20,17,8,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,0.176555,13,20,17,9,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1332,demo_1351,demo_1361,demo_1377"
triage_top_prob,lt,0.599858,13,20,17,10,20,15,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_top_scale_mean,lt,0.20194,13,20,17,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.096849,13,20,18,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.316642,13,20,18,10,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_margin_vs_triage,gt,0.790999,13,20,18,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_margin_vs_triage,lt,3.110152,13,20,18,11,20,15,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1332,demo_1361,demo_1377,demo_1401"
positive_support_margin,lt,0.621765,13,20,18,13,20,9,"demo_1022,demo_1057,demo_1193,demo_1209,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,0.733445,13,20,18,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,lt,2.124502,13,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.097327,13,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,6.300149,13,20,18,9,20,19,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,7.251933,13,20,18,9,20,14,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1314,demo_1332,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,0.107567,13,20,18,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.267604,13,20,18,10,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_support_margin,gt,-0.127176,13,20,18,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_support_margin,lt,0.732844,13,20,18,11,20,12,"demo_1022,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,lt,0.210135,13,20,18,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.023265,13,20,19,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,gt,0.222164,13,20,19,10,20,11,"demo_453,demo_1023,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1377,demo_1401"
positive_logp_margin_vs_triage,gt,0.552139,13,20,19,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_margin_vs_triage,lt,3.326325,13,20,19,10,20,17,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_under_triage,gt,4.783597,13,20,19,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_under_triage,lt,8.619851,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,lt,0.933706,13,20,19,11,20,12,"demo_1022,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,gt,0.644437,13,20,19,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,lt,0.577807,13,20,19,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.087193,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_entropy,gt,1.021121,13,20,19,11,20,16,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_entropy,lt,1.268325,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,1.641901,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,7.010686,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,lt,9.22188,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.286774,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,0.188165,13,20,19,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,1.0635,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.287415,13,20,19,10,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_top_prob,gt,-0.066484,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,0.23604,13,20,19,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,-0.217151,13,20,19,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_support_margin,lt,0.95429,13,20,19,11,20,12,"demo_1022,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.654936,13,20,19,10,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_top_scale_mean,gt,0.131429,13,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,0.973857,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.352376,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,gt,0.111073,13,20,20,9,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1361,demo_1377,demo_1401"
positive_logit_gap,lt,1.078589,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_margin_vs_triage,gt,0.316623,13,20,20,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_margin_vs_triage,lt,3.420016,13,20,20,9,20,18,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,gt,7.398311,13,20,20,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_self,lt,10.49474,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_under_triage,gt,4.557884,13,20,20,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_under_triage,lt,8.825902,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,gt,-0.08195,13,20,20,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
positive_support_margin,lt,1.107326,13,20,20,11,20,12,"demo_1022,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,gt,0.600518,13,20,20,10,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,lt,2.296254,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.359523,13,20,20,10,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,lt,0.583251,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,gt,0.102105,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.171748,13,20,20,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.082095,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.837094,13,20,20,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_entropy,gt,0.9863,13,20,20,10,20,17,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_entropy,lt,1.268864,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.148052,13,20,20,9,20,19,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,1.695994,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_margin_vs_positive,gt,-0.422537,13,20,20,9,20,19,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,7.291488,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,3.335316,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,lt,9.340652,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,-2.535098,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,lt,9.525646,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.319981,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,0.21772,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,-0.46689,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,1.123347,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.298834,13,20,20,10,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_support_margin,lt,0.409935,13,20,20,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,gt,-0.069725,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,0.250321,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,-0.247336,13,20,20,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_support_margin,lt,1.037828,13,20,20,11,20,12,"demo_1022,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,gt,0.380229,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.674355,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,gt,0.130682,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,lt,0.314792,13,20,20,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,0.116446,12,20,2,12,20,3,"demo_1022,demo_1230,demo_1332"
positive_logit_gap,lt,0.388232,12,20,3,12,20,12,"demo_1022,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_entropy,lt,1.099081,12,20,3,10,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,0.056163,12,20,3,11,20,4,"demo_1022,demo_1230,demo_1314,demo_1332"
positive_logit_gap,lt,0.398251,12,20,5,12,20,12,"demo_1022,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
positive_logp_margin_vs_triage,lt,0.909267,12,20,5,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
triage_entropy,lt,1.111036,12,20,5,10,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,-0.149123,12,20,5,10,20,13,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_minus_positive_top_prob,gt,0.141061,12,20,5,11,20,7,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1377,demo_1401"
positive_logit_gap,lt,0.400217,12,20,6,12,20,12,"demo_1022,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_entropy,lt,-0.123478,12,20,6,10,20,13,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
