feature,direction,threshold,successes,episodes,switches,fresh_successes,fresh_episodes,fresh_switches,fresh_switched_demos
positive_top_scale_mean,gt,0.151062,14,20,3,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_top_scale_mean,lt,0.119898,14,20,3,12,20,0,
positive_triage_action_l2,gt,0.450198,14,20,3,12,20,5,"demo_1022,demo_1057,demo_1230,demo_1351,demo_1401"
positive_triage_action_l2,lt,0.103332,14,20,3,12,20,0,
triage_logit_gap,gt,1.394292,14,20,3,12,20,0,
triage_minus_positive_entropy,gt,0.047686,14,20,3,12,20,2,"demo_1022,demo_1230"
triage_minus_positive_entropy,lt,-0.216404,14,20,3,12,20,5,"demo_1162,demo_1193,demo_1222,demo_1276,demo_1314"
triage_minus_positive_logit_gap,gt,0.767893,14,20,3,13,20,2,"demo_1193,demo_1222"
triage_minus_positive_logit_gap,lt,-0.168703,14,20,3,12,20,1,demo_1276
triage_minus_positive_top_prob,gt,0.176555,14,20,3,12,20,5,"demo_1162,demo_1193,demo_1222,demo_1314,demo_1401"
triage_top_prob,gt,0.599858,14,20,3,11,20,5,"demo_453,demo_1193,demo_1209,demo_1265,demo_1401"
triage_top_scale_mean,gt,0.20194,14,20,3,12,20,3,"demo_1022,demo_1230,demo_1351"
positive_entropy,gt,1.291654,14,20,4,12,20,7,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332"
positive_logp_margin_vs_triage,gt,2.210457,14,20,4,9,20,9,"demo_453,demo_1047,demo_1057,demo_1204,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_support_margin,gt,0.402944,14,20,4,9,20,12,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_pos_dist,gt,1.819755,14,20,4,12,20,2,"demo_1022,demo_1230"
positive_support_pos_dist,lt,0.848699,14,20,4,12,20,4,"demo_1057,demo_1193,demo_1204,demo_1377"
positive_top_prob,lt,0.423886,14,20,4,12,20,9,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
positive_top_scale_mean,lt,0.120336,14,20,4,12,20,0,
positive_triage_action_l2,gt,0.383707,14,20,4,10,20,10,"demo_1022,demo_1047,demo_1057,demo_1204,demo_1230,demo_1276,demo_1314,demo_1351,demo_1377,demo_1401"
triage_logit_gap,gt,1.318168,14,20,4,11,20,1,demo_1265
triage_logit_gap,lt,0.640905,14,20,4,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,gt,4.431477,14,20,4,12,20,3,"demo_1047,demo_1222,demo_1401"
triage_logp_under_positive,lt,3.138066,14,20,4,12,20,5,"demo_1047,demo_1222,demo_1351,demo_1361,demo_1401"
triage_minus_positive_entropy,gt,0.028188,14,20,4,12,20,2,"demo_1022,demo_1230"
triage_minus_positive_logit_gap,lt,-0.0766,14,20,4,11,20,2,"demo_1204,demo_1276"
triage_top_prob,gt,0.588685,14,20,4,11,20,5,"demo_453,demo_1193,demo_1209,demo_1265,demo_1401"
positive_entropy,gt,1.277095,14,20,5,12,20,7,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332"
positive_logit_gap,gt,0.770449,14,20,5,11,20,2,"demo_453,demo_1209"
positive_support_margin,gt,0.371513,14,20,5,9,20,12,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_margin,lt,0.163884,14,20,5,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,1.739937,14,20,5,12,20,2,"demo_1022,demo_1230"
positive_support_pos_dist,lt,0.900274,14,20,5,11,20,7,"demo_1047,demo_1057,demo_1193,demo_1204,demo_1265,demo_1276,demo_1377"
positive_top_prob,lt,0.424208,14,20,5,12,20,9,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
positive_top_scale_mean,lt,0.122393,14,20,5,12,20,2,"demo_1193,demo_1265"
triage_logit_gap,gt,1.16043,14,20,5,11,20,3,"demo_1209,demo_1265,demo_1401"
triage_minus_positive_logit_gap,lt,0.026097,14,20,5,11,20,4,"demo_1022,demo_1047,demo_1204,demo_1276"
triage_minus_positive_support_margin,lt,-0.201138,14,20,5,10,20,5,"demo_453,demo_1047,demo_1265,demo_1361,demo_1401"
triage_minus_positive_top_prob,lt,-0.030347,14,20,5,12,20,2,"demo_1022,demo_1230"
triage_support_margin,lt,0.037797,14,20,5,12,20,4,"demo_1222,demo_1351,demo_1361,demo_1377"
positive_entropy,gt,1.273089,14,20,6,12,20,7,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332"
positive_logit_gap,gt,0.70417,14,20,6,10,20,4,"demo_453,demo_1047,demo_1209,demo_1265"
positive_logp_self,lt,8.050275,14,20,6,11,20,6,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1361"
positive_logp_under_triage,lt,6.793689,14,20,6,10,20,13,"demo_1022,demo_1047,demo_1057,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,gt,0.328482,14,20,6,9,20,12,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_margin,lt,0.172558,14,20,6,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,1.640745,14,20,6,12,20,2,"demo_1022,demo_1230"
positive_support_pos_dist,lt,0.924241,14,20,6,11,20,7,"demo_1047,demo_1057,demo_1193,demo_1204,demo_1265,demo_1276,demo_1377"
positive_top_prob,lt,0.427276,14,20,6,12,20,9,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
positive_top_scale_mean,lt,0.125432,14,20,6,12,20,2,"demo_1193,demo_1265"
positive_triage_action_l2,gt,0.32654,14,20,6,10,20,13,"demo_1022,demo_1047,demo_1057,demo_1193,demo_1204,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
triage_logp_self,gt,8.560347,14,20,6,12,20,0,
triage_logp_self,lt,7.845025,14,20,6,10,20,15,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,lt,5.188874,14,20,6,13,20,11,"demo_1022,demo_1047,demo_1057,demo_1193,demo_1222,demo_1230,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,0.483187,14,20,6,12,20,6,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.142657,14,20,6,10,20,7,"demo_453,demo_1022,demo_1023,demo_1047,demo_1204,demo_1276,demo_1332"
triage_minus_positive_support_margin,lt,-0.16632,14,20,6,10,20,6,"demo_453,demo_1047,demo_1222,demo_1265,demo_1361,demo_1401"
triage_minus_positive_top_prob,lt,-0.003005,14,20,6,12,20,2,"demo_1022,demo_1230"
positive_entropy,gt,1.26751,14,20,7,12,20,7,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332"
positive_logit_gap,gt,0.628017,14,20,7,10,20,4,"demo_453,demo_1047,demo_1209,demo_1265"
positive_logp_self,lt,8.213297,14,20,7,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_logp_under_triage,lt,7.020442,14,20,7,10,20,13,"demo_1022,demo_1047,demo_1057,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,lt,0.178868,14,20,7,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_top_scale_mean,gt,0.139936,14,20,7,10,20,10,"demo_453,demo_1022,demo_1162,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
positive_top_scale_mean,lt,0.126778,14,20,7,12,20,2,"demo_1193,demo_1265"
positive_triage_action_l2,gt,0.300041,14,20,7,10,20,14,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.15849,14,20,7,12,20,0,
triage_logit_gap,gt,1.002128,14,20,7,11,20,5,"demo_453,demo_1193,demo_1209,demo_1265,demo_1401"
triage_logp_margin_vs_positive,gt,2.320965,14,20,7,11,20,10,"demo_453,demo_1047,demo_1057,demo_1193,demo_1222,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,8.534873,14,20,7,12,20,0,
triage_logp_under_positive,lt,6.017924,14,20,7,10,20,14,"demo_453,demo_1022,demo_1047,demo_1057,demo_1193,demo_1204,demo_1222,demo_1230,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.020996,14,20,7,12,20,3,"demo_1022,demo_1230,demo_1351"
triage_minus_positive_logit_gap,gt,0.458668,14,20,7,12,20,6,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.226561,14,20,7,10,20,9,"demo_453,demo_1022,demo_1023,demo_1047,demo_1204,demo_1209,demo_1230,demo_1276,demo_1332"
triage_minus_positive_support_margin,lt,-0.140413,14,20,7,10,20,6,"demo_453,demo_1047,demo_1222,demo_1265,demo_1361,demo_1401"
triage_minus_positive_top_prob,lt,0.018647,14,20,7,12,20,2,"demo_1022,demo_1230"
triage_top_scale_mean,gt,0.171913,14,20,7,11,20,14,"demo_1022,demo_1047,demo_1057,demo_1162,demo_1193,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.264565,14,20,8,12,20,7,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332"
positive_logit_gap,gt,0.597852,14,20,8,9,20,5,"demo_453,demo_1047,demo_1204,demo_1209,demo_1265"
positive_logp_self,gt,8.844315,14,20,8,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_logp_under_triage,lt,7.133005,14,20,8,10,20,14,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,gt,0.135932,14,20,8,9,20,14,"demo_453,demo_1022,demo_1047,demo_1057,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
positive_top_scale_mean,lt,0.128113,14,20,8,12,20,3,"demo_1023,demo_1193,demo_1265"
positive_triage_action_l2,gt,0.278895,14,20,8,10,20,14,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.177848,14,20,8,12,20,0,
triage_logit_gap,gt,0.903548,14,20,8,11,20,5,"demo_453,demo_1193,demo_1209,demo_1265,demo_1401"
triage_logp_margin_vs_positive,gt,1.585351,14,20,8,11,20,11,"demo_453,demo_1047,demo_1057,demo_1193,demo_1222,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,8.485781,14,20,8,12,20,0,
triage_logp_under_positive,gt,7.737631,14,20,8,12,20,1,demo_1023
triage_logp_under_positive,lt,6.849088,14,20,8,10,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,0.415737,14,20,8,12,20,7,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1351,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,0.042744,14,20,8,12,20,3,"demo_1022,demo_1023,demo_1230"
triage_support_margin,lt,0.097813,14,20,8,12,20,5,"demo_1022,demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_scale_mean,lt,0.155893,14,20,8,12,20,0,
positive_entropy,gt,1.262561,14,20,9,12,20,8,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1377"
positive_entropy,lt,1.258733,14,20,9,9,20,12,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1401"
positive_logit_gap,gt,0.591255,14,20,9,9,20,5,"demo_453,demo_1047,demo_1204,demo_1209,demo_1265"
positive_logp_self,gt,8.798989,14,20,9,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_support_margin,gt,0.215258,14,20,9,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_top_scale_mean,gt,0.133286,14,20,9,9,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_top_scale_mean,lt,0.130358,14,20,9,12,20,4,"demo_1023,demo_1193,demo_1265,demo_1377"
positive_triage_action_l2,lt,0.204481,14,20,9,12,20,0,
triage_entropy,gt,1.181141,14,20,9,12,20,3,"demo_1022,demo_1023,demo_1230"
triage_logit_gap,gt,0.85488,14,20,9,11,20,6,"demo_453,demo_1193,demo_1209,demo_1265,demo_1377,demo_1401"
triage_logp_margin_vs_positive,gt,0.773624,14,20,9,10,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,8.362076,14,20,9,12,20,0,
triage_logp_under_positive,gt,7.512589,14,20,9,12,20,2,"demo_1023,demo_1162"
triage_minus_positive_logit_gap,gt,0.391644,14,20,9,12,20,8,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,lt,0.137411,14,20,9,12,20,5,"demo_1022,demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,lt,0.527355,14,20,9,11,20,7,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1332"
triage_top_scale_mean,lt,0.159387,14,20,9,12,20,1,demo_1209
positive_entropy,lt,1.260754,14,20,10,9,20,12,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1401"
positive_logp_self,gt,8.716567,14,20,10,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_logp_under_triage,gt,7.38917,14,20,10,11,20,5,"demo_453,demo_1023,demo_1193,demo_1209,demo_1265"
positive_support_margin,gt,0.199436,14,20,10,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_pos_dist,lt,1.131242,14,20,10,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
positive_top_scale_mean,gt,0.132202,14,20,10,9,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_triage_action_l2,lt,0.231265,14,20,10,12,20,0,
triage_entropy,gt,1.175838,14,20,10,12,20,3,"demo_1022,demo_1023,demo_1230"
triage_logit_gap,gt,0.827311,14,20,10,11,20,6,"demo_453,demo_1193,demo_1209,demo_1265,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,0.648553,14,20,10,11,20,3,"demo_1023,demo_1162,demo_1314"
triage_logp_self,gt,8.261849,14,20,10,11,20,2,"demo_1023,demo_1265"
triage_logp_under_positive,gt,7.324312,14,20,10,12,20,2,"demo_1023,demo_1162"
triage_minus_positive_logit_gap,gt,0.36221,14,20,10,11,20,9,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,lt,0.146317,14,20,10,12,20,5,"demo_1022,demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,lt,0.532326,14,20,10,10,20,8,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332"
triage_top_scale_mean,lt,0.161758,14,20,10,12,20,2,"demo_1023,demo_1209"
positive_logp_self,gt,8.569776,14,20,11,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_logp_under_triage,gt,7.207013,14,20,11,11,20,6,"demo_453,demo_1023,demo_1162,demo_1193,demo_1209,demo_1265"
positive_support_pos_dist,gt,1.039611,14,20,11,11,20,9,"demo_1022,demo_1023,demo_1162,demo_1209,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361"
positive_triage_action_l2,lt,0.260182,14,20,11,12,20,3,"demo_1023,demo_1162,demo_1361"
triage_entropy,gt,1.169987,14,20,11,12,20,3,"demo_1022,demo_1023,demo_1230"
triage_logit_gap,gt,0.802996,14,20,11,11,20,7,"demo_453,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_self,gt,8.210057,14,20,11,11,20,3,"demo_1023,demo_1209,demo_1265"
triage_logp_under_positive,gt,7.17544,14,20,11,12,20,2,"demo_1023,demo_1162"
triage_minus_positive_logit_gap,gt,0.317443,14,20,11,11,20,10,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,lt,0.158522,14,20,11,12,20,5,"demo_1022,demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,lt,0.538609,14,20,11,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_top_scale_mean,lt,0.166976,14,20,11,11,20,4,"demo_1023,demo_1112,demo_1204,demo_1209"
positive_logp_self,gt,8.437995,14,20,12,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_support_margin,gt,0.188414,14,20,12,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_pos_dist,gt,0.988709,14,20,12,10,20,12,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1209,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_support_pos_dist,lt,1.48425,14,20,12,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_entropy,gt,1.144033,14,20,12,12,20,5,"demo_1022,demo_1023,demo_1112,demo_1230,demo_1332"
triage_entropy,lt,1.188154,14,20,12,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.785282,14,20,12,11,20,7,"demo_453,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_self,gt,8.056207,14,20,12,11,20,3,"demo_1023,demo_1209,demo_1265"
triage_minus_positive_logit_gap,gt,0.29318,14,20,12,11,20,11,"demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,lt,0.175359,14,20,12,12,20,5,"demo_1022,demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,gt,0.519359,14,20,12,10,20,13,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,lt,0.17004,14,20,12,11,20,5,"demo_1023,demo_1112,demo_1204,demo_1209,demo_1332"
positive_support_pos_dist,gt,0.94642,14,20,13,10,20,13,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_support_pos_dist,lt,1.55378,14,20,13,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.436821,14,20,13,9,20,11,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1401"
triage_entropy,gt,1.121226,14,20,13,11,20,6,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1332"
triage_entropy,lt,1.195572,14,20,13,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.744778,14,20,13,11,20,8,"demo_453,demo_1047,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_self,gt,7.910044,14,20,13,11,20,5,"demo_453,demo_1023,demo_1193,demo_1209,demo_1265"
triage_support_margin,gt,0.056366,14,20,13,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.515054,14,20,13,10,20,13,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.551196,14,20,13,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_entropy,gt,1.117901,14,20,14,11,20,6,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1332"
triage_entropy,lt,1.202522,14,20,14,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.696847,14,20,14,11,20,9,"demo_453,demo_1047,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,2.706729,14,20,14,9,20,12,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1377"
triage_minus_positive_entropy,lt,-0.006011,14,20,14,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,0.043311,14,20,14,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.502474,14,20,14,9,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.556086,14,20,14,10,20,12,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_entropy,lt,1.218379,14,20,15,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.676588,14,20,15,11,20,10,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,3.053195,14,20,15,8,20,13,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377"
triage_logp_under_positive,gt,4.841528,14,20,15,8,20,10,"demo_453,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1265,demo_1314,demo_1332,demo_1377"
triage_minus_positive_entropy,lt,0.011183,14,20,15,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.562199,14,20,15,9,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_support_margin,lt,0.231422,14,20,15,12,20,7,"demo_1022,demo_1057,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
triage_top_prob,gt,0.488486,14,20,15,9,20,16,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.572464,14,20,15,10,20,14,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
positive_logit_gap,gt,0.395214,14,20,16,9,20,8,"demo_453,demo_1023,demo_1047,demo_1204,demo_1209,demo_1265,demo_1276,demo_1401"
positive_logp_margin_vs_triage,gt,0.887373,14,20,16,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
